"pwhl_team_id","player_name","position_group","game_id","bio_record","portrait_art_id","has_portrait","pwhl_player_id","official_name","official_position","official_jersey","birthdate","shoots","height","hometown","headshot_240_url","media_api_url","profile_api_url","season_stats_api_url","match_method","portrait_status","portrait_qa","attribution","notes"
"BOS","Jamie Lee Rattray","F","8917","2459","7793","1","16","Jamie Lee Rattray","RW","47","1992-09-30","L","5-6","Kanata, ON","https://assets.leaguestat.com/pwhl/240x240/16.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=16&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=16&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=16&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Jill Saulnier","F","8931","2465","7807","1","149","Jill Saulnier","LW","44","1992-03-07","L","5-5","Halifax, NS","https://assets.leaguestat.com/pwhl/240x240/149.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=149&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=149&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=149&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Laura Kluge","F","4382","1111","2274","1","212","Laura Kluge","LW","25","1996-11-06","L","5-10","Berlin, GER","https://assets.leaguestat.com/pwhl/240x240/212.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=212&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=212&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=212&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Liz Schepers","F","10077","3007","9288","1","97","Liz Schepers","C","13","1999-02-13","L","5-7","Mound, MN","https://assets.leaguestat.com/pwhl/240x240/97.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=97&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=97&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=97&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Megan Keller","D","11255","3642","10481","1","12","Megan Keller","LD","5","1996-05-01","L","5-11","Farmington, MI","https://assets.leaguestat.com/pwhl/240x240/12.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=12&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=12&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=12&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Olivia Mobley","F","6912","1870","5894","1","256","Olivia Mobley","RW","15","2001-10-28","R","","St. Louis Park, MN","https://assets.leaguestat.com/pwhl/240x240/256.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=256&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=256&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=256&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Riley Brengman","D","8165","2189","7048","1","255","Riley Brengman","RD","16","2002-07-06","R","","China Township, MI","https://assets.leaguestat.com/pwhl/240x240/255.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=255&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=255&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=255&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Rylind MacKinnon","D","11364","3714","10596","1","232","Rylind MacKinnon","LD","53","2000-03-05","L","5-10","Cranbrook, BC","https://assets.leaguestat.com/pwhl/240x240/232.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=232&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=232&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=232&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Shay Maloney","F","6707","1800","4722","1","183","Shay Maloney","RW","27","2000-01-13","R","5-9","McHenry, IL","https://assets.leaguestat.com/pwhl/240x240/183.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=183&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=183&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=183&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Sophie Shirley","F","13025","5025","12322","0","18","Sophie Shirley","RW","9","1999-06-30","R","5-9","Saskatoon, SK","https://assets.leaguestat.com/pwhl/240x240/18.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=18&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=18&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=18&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Susanna Tapani","F","7623","2099","6653","1","78","Susanna Tapani","C","77","1993-03-02","L","5-10","Turku, FIN","https://assets.leaguestat.com/pwhl/240x240/78.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=78&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=78&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=78&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Theresa Schafzahl","F","9675","2789","8886","1","17","Theresa Schafzahl","LW","37","2000-04-12","L","5-8","Weiz, AUT","https://assets.leaguestat.com/pwhl/240x240/17.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=17&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=17&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=17&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"BOS","Zoe Boyd","D","7752","2134","6779","1","52","Zoe Boyd","LD","3","2000-08-09","L","5-8","Caledon East, ON","https://assets.leaguestat.com/pwhl/240x240/52.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=52&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=52&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=52&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Abby Hustler","F","8790","2405","7664","1","247","Abby Hustler","F","74","2003-05-05","L","5-9","St. Louis, PEI","https://assets.leaguestat.com/pwhl/240x240/247.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=247&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=247&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=247&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Britta Curl-Salemme","F","6332","1633","138","1","189","Britta Curl-Salemme","F","77","2000-03-20","L","5-9","Bismarck, ND","https://assets.leaguestat.com/pwhl/240x240/189.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=189&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=189&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=189&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Brooke Becker","D","7763","2137","6790","1","264","Brooke Becker","D","15","2002-05-30","R","","Orchard Park, NY","https://assets.leaguestat.com/pwhl/240x240/264.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=264&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=264&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=264&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Claire Butorac","F","3212","729","1151","1","102","Claire Butorac","F","7","1999-09-24","R","5-6","Andover, MN","https://assets.leaguestat.com/pwhl/240x240/102.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=102&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=102&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=102&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Denisa Křížová","F","10047","2995","9258","1","104","Denisa Křížová","F","44","1994-11-03","L","5-5""","Horní Cerekev, CZE","https://assets.leaguestat.com/pwhl/240x240/104.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=104&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=104&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=104&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Dominique Petrie","F","10350","3126","9561","1","195","Dominique Petrie","F","14","2001-01-21","R","5-7","Hermosa Beach, CA","https://assets.leaguestat.com/pwhl/240x240/195.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=195&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=195&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=195&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Grace Zumwinkle","F","6756","1821","5184","1","25","Grace Zumwinkle","F","13","1999-04-23","R","5-9""","Excelsior, MN","https://assets.leaguestat.com/pwhl/240x240/25.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=25&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=25&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=25&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Katy Knoll","F","9209","2563","8420","1","191","Katy Knoll","F","6","2001-01-16","R","5-7""","Amherst, NY","https://assets.leaguestat.com/pwhl/240x240/191.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=191&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=191&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=191&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Kelly Pannek","F","10052","2999","9263","1","23","Kelly Pannek","F","12","1995-12-29","R","5-7""","Plymouth, MN","https://assets.leaguestat.com/pwhl/240x240/23.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=23&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=23&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=23&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Kendall Cooper","D","8721","2384","7595","1","236","Kendall Cooper","D","4","2002-05-19","R","5-","Oakville, ON","https://assets.leaguestat.com/pwhl/240x240/236.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=236&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=236&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=236&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Kendall Coyne Schofield","F","8213","2210","7096","1","20","Kendall Coyne Schofield","F","26","1992-05-25","L","5-2","Palos Heights, IL","https://assets.leaguestat.com/pwhl/240x240/20.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=20&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=20&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=20&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Klára Hymlárová","F","9126","2525","8077","1","190","Klára Hymlárová","F","71","1999-02-27","L","5-5","Opava, CZE","https://assets.leaguestat.com/pwhl/240x240/190.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=190&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=190&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=190&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Lee Stecklein","D","13008","5011","12305","0","24","Lee Stecklein","D","2","1994-04-23","L","6-0""","Roseville, MN","https://assets.leaguestat.com/pwhl/240x240/24.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=24&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=24&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=24&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Maddie Rooney","G","13020","5022","12317","0","123","Maddie Rooney","G","35","1997-07-07","R","5-5""","Andover, MN","https://assets.leaguestat.com/pwhl/240x240/123.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=123&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=123&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=123&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Madison Bizal","D","7861","2158","6888","1","162","Madison Bizal","D","9","2000-01-25","L","","Elk River, MN","https://assets.leaguestat.com/pwhl/240x240/162.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=162&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=162&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=162&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Mae Batherson","D","3280","763","1213","1","188","Mae Batherson","D","21","2000-12-05","L","5-8","New Minas, NS","https://assets.leaguestat.com/pwhl/240x240/188.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=188&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=188&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=188&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
