ea_player_id,player_name,position,team,overall,acceleration,agility,strength,aggression,balance,body_checking,defensive_awareness,hand_eye,deking,discipline,durability,endurance,faceoffs,offensive_awareness,passing,poise,puck_control,shot_blocking,slapshot_accuracy,slapshot_power,speed,stick_checking,wristshot_accuracy,wristshot_power,shot_recovery,glove_high,glove_low,stick_high,stick_low,five_hole,poke_check,positioning,rebound_control,breakaway,puck_play_frequency,goalie_aggression,vision,source_url,listing_url,retrieved_utc
27691,Daryl Watts,CEN,Toronto Sceptres,91,94,93,84,79,94,83,90,90,95,82,88,85,63,93,94,90,93,83,92,88,95,85,94,84,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/daryl-watts/27691,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23601,Alex Carpenter,CEN,Seattle Torrent,90,92,88,83,79,84,81,91,89,91,90,89,90,82,94,92,89,91,84,89,81,93,84,92,80,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/alex-carpenter/23601,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23562,Laura Stacey,RW,Montreal Victoire,90,91,91,86,80,91,82,89,90,93,86,88,90,66,93,92,90,91,82,93,88,92,86,93,89,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/laura-stacey/23562,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23571,Erin Ambrose,RD,Montreal Victoire,89,85,85,84,82,86,85,90,89,87,87,85,91,55,92,95,93,89,90,85,82,85,86,80,82,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/erin-ambrose/23571,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23586,Cayla Barnes,RD,Seattle Torrent,89,92,91,84,86,89,87,90,89,90,82,87,89,55,93,92,93,91,85,89,81,90,85,88,80,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/cayla-barnes/23586,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
29129,Kristýna Kaltounková,LW,New York Sirens,89,91,90,89,87,89,89,87,92,91,91,92,89,82,91,91,87,92,84,90,83,90,88,90,80,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/kristyna-kaltounkova/29129,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23569,Sarah Nurse,LW,Vancouver Goldeneyes,89,89,89,91,85,95,93,90,90,90,83,84,85,81,91,92,93,90,90,85,90,90,93,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/sarah-nurse/23569,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
27570,Gwyneth Philips,G,Ottawa Charge,89,0,94,0,0,0,0,0,0,0,0,84,84,0,0,80,90,0,0,0,0,95,0,0,0,92,90,93,90,91,90,90,86,92,90,79,84,84,https://www.ea.com/games/nhl/ratings/player-ratings/gwyneth-philips/27570,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23567,Ella Shelton,LD,Toronto Sceptres,89,92,90,81,81,86,83,91,88,91,81,85,88,55,94,90,92,91,82,94,87,92,84,94,85,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/ella-shelton/23567,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23572,Natalie Spooner,RW,Toronto Sceptres,89,85,83,88,80,91,83,88,90,89,83,79,80,64,93,91,94,88,88,86,90,85,86,91,88,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/natalie-spooner/23572,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23580,Claire Thompson,LD,Vancouver Goldeneyes,89,93,91,85,80,94,84,90,88,93,84,86,85,55,94,90,87,93,83,92,82,92,84,91,83,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/claire-thompson/23580,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
24759,Jessie Eldridge,CEN,Seattle Torrent,88,85,85,88,82,94,87,88,86,87,82,89,87,64,93,92,88,84,83,91,88,88,82,92,86,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/jessie-eldridge/24759,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
27621,Sophie Jaques,RD,Vancouver Goldeneyes,88,92,92,86,80,92,86,88,87,91,84,83,85,55,95,93,92,88,84,94,79,90,84,95,78,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/sophie-jaques/27621,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23568,Brianne Jenner,CEN,Ottawa Charge,88,92,88,91,84,90,86,88,88,91,84,87,87,74,94,91,88,89,84,92,83,90,87,93,82,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/brianne-jenner/23568,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23560,Jocelyne Larocque,LD,Ottawa Charge,88,85,85,84,88,88,90,94,85,86,84,88,86,55,86,86,90,85,85,84,84,85,91,82,84,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/jocelyne-larocque/23560,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
27677,Hannah Miller,CEN,Vancouver Goldeneyes,88,85,86,88,80,93,85,89,89,88,83,86,86,72,94,88,86,87,83,91,80,87,86,94,80,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/hannah-miller/27677,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23785,Alina Muller,CEN,Boston Fleet,88,92,90,85,82,90,84,88,91,94,84,82,83,68,94,93,89,89,82,90,82,92,84,85,83,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/alina-muller/23785,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23590,Abby Roque,RW,Montreal Victoire,88,87,88,89,90,93,92,86,89,92,86,90,85,83,90,91,87,90,80,88,85,87,82,89,83,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/abby-roque/23590,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
27475,Corinne Schroeder,G,Seattle Torrent,88,0,90,0,0,0,0,0,0,0,0,88,88,0,0,77,88,0,0,0,0,94,0,0,0,91,87,92,91,92,85,84,89,87,90,79,87,86,https://www.ea.com/games/nhl/ratings/player-ratings/corinne-schroeder/27475,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23625,Tereza Vanišová,LW,Vancouver Goldeneyes,88,94,89,84,84,91,91,83,86,92,80,85,86,65,90,87,87,88,79,91,80,92,85,90,80,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/tereza-vanisova/23625,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
24766,Hannah Bilka,CEN,Seattle Torrent,87,92,90,84,78,87,84,89,86,89,83,80,85,60,92,91,88,89,82,84,81,94,85,89,81,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/hannah-bilka/24766,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23573,Jaime Bourbonnais,RD,New York Sirens,87,88,89,84,84,86,87,94,88,88,81,88,83,55,90,91,92,88,86,89,77,88,86,87,82,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/jaime-bourbonnais/23573,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23583,Kristen Campbell,G,Vancouver Goldeneyes,87,0,87,0,0,0,0,0,0,0,0,92,92,0,0,82,88,0,0,0,0,86,0,0,0,89,87,92,90,90,89,84,91,87,84,80,91,85,https://www.ea.com/games/nhl/ratings/player-ratings/kristen-campbell/23583,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23574,Emily Clark,CEN,Ottawa Charge,87,90,90,84,82,86,90,89,86,92,84,89,89,65,91,87,85,89,85,91,80,90,84,90,80,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/emily-clark/23574,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23579,Blayre Turnbull,CEN,Toronto Sceptres,87,89,87,87,88,90,94,92,85,90,81,88,85,78,87,85,82,87,84,85,83,88,81,89,83,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/blayre-turnbull/23579,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
24758,Micah Zandee-Hart,LD,New York Sirens,87,84,83,84,84,82,86,92,82,83,82,87,89,55,87,88,88,85,86,84,83,85,86,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/micah-zandee-hart/24758,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23596,Jesse Compher,RW,Toronto Sceptres,86,85,87,86,80,94,84,89,86,88,83,85,83,69,88,88,86,87,88,88,88,86,83,88,80,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/jesse-compher/23596,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23605,Nicole Hensley,G,Minnesota Frost,86,0,85,0,0,0,0,0,0,0,0,83,85,0,0,84,88,0,0,0,0,84,0,0,0,87,90,91,90,91,89,80,88,87,88,85,84,86,https://www.ea.com/games/nhl/ratings/player-ratings/nicole-hensley/23605,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23678,Michelle Karvinen,LW,Vancouver Goldeneyes,86,88,88,90,90,91,88,88,91,92,94,86,93,78,90,92,93,92,85,81,80,88,83,85,81,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/michelle-karvinen/23678,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23591,Kelly Pannek,RW,Minnesota Frost,86,83,88,87,80,92,83,93,87,88,84,88,88,85,86,88,85,88,88,82,80,84,86,85,79,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/kelly-pannek/23591,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
24062,Maddie Rooney,G,Minnesota Frost,86,0,84,0,0,0,0,0,0,0,0,86,86,0,0,83,90,0,0,0,0,84,0,0,0,89,88,90,91,88,88,84,89,89,85,82,84,88,https://www.ea.com/games/nhl/ratings/player-ratings/maddie-rooney/24062,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23682,Ronja Savolainen,LD,Ottawa Charge,86,86,87,85,86,85,87,89,85,86,79,80,82,55,90,85,88,88,88,88,81,87,83,88,80,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/ronja-savolainen/23682,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
26042,Haley Winn,RD,Boston Fleet,86,86,85,85,87,85,88,89,84,81,88,87,91,55,85,85,88,85,86,80,77,86,92,74,82,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/haley-winn/26042,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23570,Ashton Bell,RD,Vancouver Goldeneyes,85,86,85,87,81,88,83,89,85,87,90,81,82,55,85,81,82,89,83,85,78,85,86,82,79,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/ashton-bell/23570,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
27618,Michela Cava,CEN,Vancouver Goldeneyes,85,85,85,85,80,89,83,87,88,87,83,84,86,64,92,90,87,88,81,87,77,86,82,88,78,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/michela-cava/27618,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23594,Savannah Harmon,LD,Toronto Sceptres,85,87,85,85,81,84,85,89,83,85,90,89,83,55,88,90,88,85,82,83,81,86,85,84,80,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/savannah-harmon/23594,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
27693,Gabbie Hughes,LW,Ottawa Charge,85,82,85,88,80,91,83,90,84,87,81,86,88,83,86,86,80,86,87,85,83,83,86,88,83,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/gabbie-hughes/27693,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
27678,Jincy Roese,LD,New York Sirens,85,89,89,81,88,90,92,89,86,91,80,84,84,55,90,88,90,89,80,84,80,88,85,87,79,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/jincy-roese/27678,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
23681,Susanna Tapani,CEN,Boston Fleet,85,87,85,86,84,89,90,89,87,88,85,91,85,79,92,90,86,88,84,88,80,89,84,90,81,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/susanna-tapani/23681,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
27580,Anna Wilgren,LD,Seattle Torrent,85,84,84,85,80,89,82,90,85,86,83,81,86,55,81,86,82,88,90,82,76,84,89,82,80,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ea.com/games/nhl/ratings/player-ratings/anna-wilgren/27580,https://www.ea.com/games/nhl/ratings/conferences-ratings/pwhl/4,2026-08-12T02:06:21.293Z
